variant,spec_name,pattern,score_mod,mask_mod,rownorm,batch,heads,sq,sk,dim,value_dim,dtype,device,threads,tile_q,tile_k,median_latency_ms,calls_per_second,tokens_per_second,score_tile_elements,score_tile_bytes,score_tile_kib,q_tiles,kv_tile_interactions,is_best
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,1024,16,71.51033548871055,13.98399256786974,14319.608389498613,131072,524288,512.0,1,64,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,1024,32,59.60581998806447,16.77688521356205,17179.53045868754,262144,1048576,1024.0,1,32,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,1024,64,41.39189250417985,24.159320569819744,24739.14426349542,524288,2097152,2048.0,1,16,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,1024,128,41.63968202192336,24.0155532281322,24591.926505607375,1048576,4194304,4096.0,1,8,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,1024,256,41.94860250572674,23.83869641100635,24410.825124870502,2097152,8388608,8192.0,1,4,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,1024,512,46.69144400395453,21.41720011733424,21931.21292015026,4194304,16777216,16384.0,1,2,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,1024,1024,49.24503847723827,20.306614248300644,20793.97299025986,8388608,33554432,32768.0,1,1,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,16,16,163.9864849857986,6.098063508627562,6244.417032834624,2048,8192,8.0,64,4096,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,16,32,94.4252590124961,10.590386623855185,10844.55590282771,4096,16384,16.0,64,2048,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,16,64,54.2750520107802,18.424671427332367,18866.863541588344,8192,32768,32.0,64,1024,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,16,128,41.22038499917835,24.25984133869524,24842.077530823924,16384,65536,64.0,64,512,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,16,256,35.59286551899277,28.095518172494103,28769.81060863396,32768,131072,128.0,64,256,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,16,512,26.588048494886607,37.61088370935984,38513.544918384476,65536,262144,256.0,64,128,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,16,1024,25.23719851160422,39.62404937854706,40575.02656363219,131072,524288,512.0,64,64,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,32,16,100.50148851587437,9.95010138424018,10188.903817461944,4096,16384,16.0,32,2048,False
